Map URL,Language,Pronunciation,Introduction,Catalogue items,Synonyms,Dialects,Common words,AIATSIS code,AIATSIS URL,Area information,Locations,Coordinates 1,Coordinates 2,Coordinates 3,Coordinates 4,Coordinates 5,Coordinates 6,Coordinates 7,Coordinates 8,Coordinates 9,Coordinates 10,Coordinates 11,Coordinates 12,Coordinates 13,Coordinates 14,Coordinates 15,Coordinates 16,Coordinates 17,Coordinates 18,Coordinates 19,Video titles,Video URL 1,Video URL 2,Video URL 3,Further information,Further information URL 1,Further information URL 2,Word of the week,Word of the week URL,Image attribution,Image URL
https://maps.slq.qld.gov.au/iyil/view/133,Umbuygamu,Oom-by-gah-moo,"Hayi lun, 'good day' in Umbuygamu more commonly referred to as Lamalama or Morrobolam, a language of Eastern Cape York. Contemporary speakers may be found in Umagico and Coen following removals from traditional areas. The traditional language area of Umbuygamu includes landscape withinn the local government boundaries of the Cook Shire.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,y55&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Lamalama; Morrobolam; Morroba Lama; Umbuygamu; Kuuku yani; Barunguan.,Umbuygamu is considered part of the Lamalama family of languages.,Hayi lun - good day; Bird(s) - ettarr; Canoe - arrirr; Child - arran butjinh; Day - lawnarr; Fish - nyalangam; Hand - alam; Lagoon - okngarhim; Water (fresh) - oknganamrha,Y55,https://collection.aiatsis.gov.au/austlang/language/Y55,Princess Charlotte Bay region of Eastern Cape York.,"Eastern Cape York, Princess Charlotte Bay","-10.7,142.5166667","-14.4166667,144",,,,,,,,,,,,,,,,,,,,,,,,,pama,http://blogs.slq.qld.gov.au/ilq/2019/11/12/2019-international-year-of-indigenous-languages-word-of-the-week-week-forty-six/,,
https://maps.slq.qld.gov.au/iyil/view/134,Umpila,Oom-pee-la,"Gwabba paaja, 'good day' in Umpila a language of Cape York. The Umpila language region includes the landscape within the local government boundaries of Lockart River Community Council and Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y45&vid=SLQ",Ompeila; Ompela; Umpila; Umpilo; Koko-umpil; Lama Lama; Ombila; Uutaalnganu,Kaanju; Kuuku Ya'u; Umpila,,Y45,https://collection.aiatsis.gov.au/austlang/language/Y45,"Eastern Cape York: south of Cape Sidmouth to north of Massy Creek and hinterland, Lloyd Bay, Lockhart River, Night Island, Princess Charlotte Bay","Eastern Cape York, Cape Sidmouth, Massy Creek, Lloyd Bay, Lockhart River, Night Island, Princess Charlotte Bay","-10.7,142.5166667","-13.4166667,143.6","-21.0216199,148.447175","-12.8322222,143.395","-12.7845471,143.3430149","-13.1807163,143.5784456","-14.4166667,144",,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Aboriginal boys spearing fish at Lockhart River, Queensland, ca. 1930, John Oxley Library, Record number: 244265",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool244265
https://maps.slq.qld.gov.au/iyil/view/135,Uradhi,You-ra-dee,"Iyurrah = hello (I am here) in Uradhi and Angkamuthi, a language of Cape York. The traditional language area of Uradhi includes landscape within the local government boundaies of the Cook Shire.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y184&vid=SLQ",Anggamudi; Ankamuti; Atampaya; Bawtjathi; Lotiga. Used as a generic name for several related languages/dialects.,Angkamuthi; Atampaya; Mutyanthi; Utyangikwathiya; Wuthathi; Yadhaykenu; Yaraytyana; Yatay; Yumukuntyi,,Y184,https://collection.aiatsis.gov.au/austlang/language/Y184,"Western Cape York: east of the coast strip to the north of Port Musgrove (Angkamuthi country) incorporating the mouth of the Ducie River, the lower reaches of the Dulhunty River and the upper reaches of the Skardon River in the north. Traditionally spoken in region north of Mapoon and Duyfken Point; following removals later spoken in the Northern Peninsula Area: New Mapoon, Injinoo and Cowal Creek communities","Western Cape York, Port Musgrave, Ducie River, Dulhunty River, Skardon River, Mapoon, Duyfken Point, Northern Peninsula Area, New Mapoon, Injinoo, Cowal Creek","-10.7,142.5166667","-12,141.9333333","-12.0296699,142.160778","-11.97567,142.1384741","-11.7789018,142.074603","-11.8631882,142.1830689","-12.5621477,141.6043888","-10.9806627,142.318772","-10.7876753,142.4389946","-10.9057181,142.3320329","-10.9106429,142.3176719",,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Newly constructed homes at New Mapoon, Queensland, 1962, John Oxley Library, Record number: 613751",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool613751
https://maps.slq.qld.gov.au/iyil/view/136,Waanyi,Won-yee,"Kunyba narri?, Are you good? in Waanyi a language of the Gulf Region. The Waanyi language region includes the landscape within the local government boundaries of Doomadgee Commnity Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g23&vid=SLQ",Wanyi; Wanyee; Wanee; Waangyee; Wonyee; Garawa; Wanji,,,G23,https://collection.aiatsis.gov.au/austlang/language/G23,"The Wanji people formerly lived on the western parts of Lawn Hill Creek and Nicholson River, from about the boundary between the Northern Territory and Queensland, westwards towards Alexandria station, Doomadgee, Nicholson River","Lawn Hill Creek, Nicholson River, Alexandria station, Doomadgee, Nicholson River","-18.701348,138.486854","-17.629678,139.50096","38.806414,-77.0622435","-17.9407768,138.82695","-17.629678,139.50096",,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,wawurra-darra,http://blogs.slq.qld.gov.au/ilq/2019/07/30/2019-international-year-of-indigenous-languages-word-of-the-week-week-thirty-one/,"Man with spears on the Nicholson River, Escott Station, ca. 1911, John Oxley Library, Record number: 277027",http://onesearch.slq.qld.gov.au/permalink/f/1oppkg1/slq_digitool277027
https://maps.slq.qld.gov.au/iyil/view/137,Wadja,Wad-jah,"Binbi karri, hello [good day] in Wadjigu, a language of the Comet River headwaters in Central Queensland. The Wadjigu language region includes the landscape within the boundaries of Woorabinda Community Council and Central Highlands Regional Council, including the Blackdown Tablelands and the towns of Woorabinda, Springsure and Rolleston.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20e39&vid=SLQ",Wadjigu; Wadya; Wadjainngo; Mandalgu; Wadjigun. See also related Birri languages,,,E39,https://collection.aiatsis.gov.au/austlang/language/E39,"Blackdown Tablelands, Woorabinda, Springsure, Rolleston, Comet River, Expedition Range","Blackdown Tablelands, Woorabinda, Springsure, Rolleston, Comet River, Expedition Range","-23.8799652,149.1088612","-24.1326508,149.4567091","-24.1146294,148.0873686","-24.4633812,148.6226549","-23.5564573,148.5353637","-24.5,149.0833333",,,,,,,,,,,,,,Video 1: Diane Evans,https://vimeo.com/141366938,,,,,,,,"View of buildings at Woorabinda, 1952, John Oxley Library, Record number: 277935",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool277935
https://maps.slq.qld.gov.au/iyil/view/138,Waluwarra,Wal-oo-wah-ra,The Waluwarra language area includes landscape within the local government boundaries of the Boulia Shire Council.,"http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20g10&vid=SLQ",Warluwarra; Walugara; Walukara.,Several groups/clans who may have had dialectical variations: Didjadidja; Kapula; Paringgara; Yannalinka,,G10,https://collection.aiatsis.gov.au/austlang/language/G10,Western Queensland: at Walgra and Urandangie (Breen 1970). From Roxborough Downs north to Carandotta and Urandangi on the Georgina River; on Moonah Creek to near Rochedale; southwest to Pituri Creek; at Wolga. (Tindale 1974). ... it does not extend to Northern Territory.,"Western Queensland, Walgra, Urandangi, Roxborough Downs, Carandotta, Urandangi, Georgina River, Moonah Creek, Rochedale, Pituri Creek, Wolga","-27.5533328,151.9634109","-21.767509,138.374298","-21.60808,138.316803","-30.5620637,136.9008815","-21.9727989,138.611404","-21.60808,138.316803","-22.5748275,138.8373628","-21.6765909,138.707013","-27.56924,153.1164813","-22.8946886,138.7492001","-20.9175738,142.7027956",,,,,,,,,,,,,,,,,,"Urandangi mail car crossing the Georgina River at Six Mile Point, ca. 1925, John Oxley Library, Record number: 99183514018802061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21220456950002061
https://maps.slq.qld.gov.au/iyil/view/139,Wanamarra,Won-a-mah-ra,"The Wanamarra language area includes landscape within the local government boundaries of the McKinley Shire Council, Cloncurry Shire Council and Richmond Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_alma21107610330002061&context=L&vid=SLQ&lang=en_US&search_scope=SLQ_PCI_EBSCO&adaptor=Local%20Search%20Engine&tab=all&query=title,contains,mayi&offset=0",Maykulan; Wunumura. See also Mayi languages/dialects.,Wanamurra is considered a dialect of the Mayi group of language sin the Mt-Isa-Gulf region; it is related to Mayi-Thakurti G16; Ngawun G17; Mayi-Kulan G25 and Mayi-Yapi G20.,,G16.1,https://collection.aiatsis.gov.au/austlang/language/G16.1,"Flinders River, Kynuna, Richmond","Flinders River, Kynuna, Richmond","-20.2432879,141.9272","-21.5783215,141.9222476","-20.7322433,143.1436316",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,,,"Inquisitive emus scramble across the dry rural landscape near Richmond, Queensland, 1986, John Oxley Library, Record number: 226169",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool226169
https://maps.slq.qld.gov.au/iyil/view/140,Warrgamay,Waa-ga-my,"Nginba nyunga gaganyu (Oh, you have come here), a general greeting in Biyay and Warrgamay language which was spoken on Hinchinbrook Island and adjacent mainland.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y134&vid=SLQ",Waragamai; Wargamay; Wargamaygan; Herbert River Tribe; Biyay; Warakamai,,General greeting 'Oh; you have come (here)' - Nginba nyunga gaganyu,Y134,https://collection.aiatsis.gov.au/austlang/language/Y134,"North Queensland: along the lower reaches of the Herbert River - from just west of the present town of Ingham, through Hawkins Creek, Long Pocket, Herbert Vale and Niagara Vale to Yamanic Creek and the Herbert Gorge. Cardwell","North Queensland, Herbert River, Ingham, Hawkins Creek, Long Pocket, Herbert Vale, Niagara Vale, Yamanic Creek, Herbert Gorge, Cardwell","-20.7722295,144.7851531","-18.2523859,145.6202159","-18.6494046,146.1624851","-18.612659,146.0940225","-18.5168108,145.9731177","-18.9125742,138.3306564","-22.47284,147.56505","-20.9175738,142.7027956","-18.2523859,145.6202159","-18.2654956,146.0258069",,,,,,,,,,Video 1: Bridget Priman; Video 2: Troy Wyles-Whelan,https://vimeo.com/141599121,https://vimeo.com/240551468,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,koowookara,http://blogs.slq.qld.gov.au/ilq/2019/03/26/2019-international-year-of-indigenous-languages-word-of-the-week-week-thirteen/,"Landscape of Cardwell district, 1930, John Oxley Library, Record number: 99183512753002061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21220095150002061
https://maps.slq.qld.gov.au/iyil/view/141,Warungu,Wah-roo-ngu,"Nooda kurra which is a general greeting to someone in Warungu language, which was traditionally spoken in the Upper Herbert River area of North Queensland.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y133&vid=SLQ",Warrungu; Warrongo; Waroongoo.,,General greeting - Nooda kurra; Creek - malan. Kangaroo - yuri; Man - bama; Possum - gajarra; Swim - yudi; Water - gamu; Yes - yuwu,Y133,https://collection.aiatsis.gov.au/austlang/language/Y133,North Queensland: Upper Herbert River towards Mt Garnet.,"North Queensland, Herbert River, Mt Garnet","-20.7722295,144.7851531","-18.2523859,145.6202159","-17.6776722,145.1082729",,,,,,,,,,,,,,,,,,,,,North Queensland Regional Aboriginal Corporation Languages Centre,http://www.nqraclc.com.au/,,yimirr-yimirr,http://blogs.slq.qld.gov.au/ilq/2019/09/30/2019-international-year-of-indigenous-languages-word-of-the-week-week-forty/,"Construction of Return Creek Railway Bridge, Mount Garnet, Queensland, ca. 1901, John Oxley Library, Record number: 99183513012802061",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_alma21220096460002061
https://maps.slq.qld.gov.au/iyil/view/142,Wik Adinda,Wick A-din-da,"Niiyalang, 'hello to a group' in Mungkan, also known as Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella terms for several languages including Wik-ngathan. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32). The Mungkan language region includes the landscape within Aurukun Shire Council and Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=any,contains,wik%20mungkan&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Wik; Wikatinda; Wik Ompom; Wikampama; Wik Kalkan; Wik Ngathara; Wik Epa; Wikepa. See also related Wik languages Y57,,,Y46,https://collection.aiatsis.gov.au/austlang/language/Y46,"Coast from Archer River south for ca. 8 miles. Western Cape York: Kencherang, Knox River, Love River, Weipa region","Western Cape York, Kencherang, Knox River, Love River, Weipa, Archer River","-10.7,142.5166667","-13.5124432,141.2658962","-14.0621026,141.6002638","-13.5790589,141.5874319","-12.6492936,141.8469901","-13.3477828,142.5267209",,,,,,,,,,,,,,,,,,,,,,,"Group of Aboriginal girls and missionaries at Weipa Mission Station, 1933, John Oxley Library, Record number: 553937",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool553937
https://maps.slq.qld.gov.au/iyil/view/143,Wik Elken,Wick Elk-in,"Niiyalang, 'hello to a group' in Mungkan, also known as Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella terms for several languages including Wik-ngathan. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32). The Mungkan language region includes the landscape within Aurukun Shire Council and Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=any,contains,wik%20mungkan&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Wik Alkanha; Wikalkan; Wik; Wik Kalkan; Wikatinda; Wik Ompom; Wik-Kalkan; Wik-Ngatharr. See also related Wik languages Y57,,,Y49,https://collection.aiatsis.gov.au/austlang/language/Y49,"From the Knox River to Love River along coast and inland to Kencherang, Weipa region","Kencherang, Knox River, Love River, Weipa","-13.5124432,141.2658962","-14.0621026,141.6002638","-13.5790589,141.5874319","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"View of Weipa, Queensland, ca. 1960, John Oxley Library, Record number: 1148351",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool1148351
https://maps.slq.qld.gov.au/iyil/view/144,Wik Epa,Wick Eh-pa,"Niiyalang, 'hello to a group' in Mungkan, also known as Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella terms for several languages including Wik-ngathan. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32). The Mungkan language region includes the landscape within Aurukun Shire Council and Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=any,contains,wik%20mungkan&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Wik Ep; Wik Iit; Wik; Wik Epa/Wikepa; Wik-Epa. See also related Wik languages Y57,,,Y52,https://collection.aiatsis.gov.au/austlang/language/Y52,"Middle Kirke River, Western Cape York: Coastal Archer River, Weipa region; following removals later spoken at Aurukun and Pormpuraaw","Western Cape York, Archer River, Weipa, Kirke River, Aurukun, Pormpuraaw","-10.7,142.5166667","-13.3477828,142.5267209","-12.6492936,141.8469901","-13.8850689,141.5889561","-13.3572661,141.7280661","-14.9000446,141.6202424",,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"The Flying Missionary with his vehicle at Weipa, John Oxley Library, Record number: 277815",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool277815
https://maps.slq.qld.gov.au/iyil/view/145,Wik Iyanh,Wick Ee-yun,"Niiyalang, 'hello to a group' in Wik Iyanh which comes under the broader term of Wik Mungkan, the language of Western Cape York. Wik Mungkan is an umbrella terms for several languages including Wik-ngathan. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32). The Mungkan language region includes the landscape within Aurukun Shire Council and Cook Shire Council.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=any,contains,wik%20mungkan&tab=all&search_scope=SLQ_PCI_EBSCO&vid=SLQ&lang=en_US&offset=0",Wikianji; Wik-Iiyanyi; Wik-Iiyanh; Wik-Iiyeny; Wik-Iyena. See also related Wik languages Y57,,,Y172,https://collection.aiatsis.gov.au/austlang/language/Y172,"Between Kendall River and Moonkan Creek, Weipa region; following removals today it is spoken chiefly at Edward River, Aurukun and Pormpuraaw","Kendall River, Moonkan Creek, Weipa, Edward River, Aurukun, Pormpuraaw","-14.1932969,142.0114989","-14.8593449,141.62539","-12.6492936,141.8469901","-14.7712067,142.3089529","-13.3572661,141.7280661","-14.9000446,141.6202424",,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Women weaving orchid fibres at Aurukun, ca. 1950, John Oxley Library, Record number: 278163",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool278163
https://maps.slq.qld.gov.au/iyil/view/146,Wik Mungkan,Wick Mun-kun,"Niiyalang, 'hello to a group' in Wik Mungkan, the language of Aurukun region on Western Cape York. The Wik Mungkan language region includes the landscape within the local government boundaries of the Aurukun Shire Council, particularly the localities of Mossman, Daintree, Cape Tribulation and Wujal Wujal.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y57&vid=SLQ",Munkanj; Wik Mungknh; Wik Munkan; Wik; Mimungkum/Wik Mungkana; Wikatinda; Wik Ompom; Wikampama; Wik Kalkan; Wik Ngathara; Wik Epa; Wik-Mungkana; Wik-Mungknh; Wikmunkan. Used as a generic name for several related languages/dialects â€“ see also related Wik languages,,Hello/general greeting to one person - Niiyalang; Hello/general greeting to two people - Niipalang; Bird - panch; Cassowary - nguurk; Crocodile - pikkuw; Fish - nga'; Kangaroo - kuympamg; Snake - thuuk; Grass - wak; Home/House - aawuch; Land/Country - aak; River - wo'uw ; Sun - kinch; Water - ngak,Y57,https://collection.aiatsis.gov.au/austlang/language/Y57,"Western Cape York: Cape Keerweer, coast just south of Know River, and others lie along certain inland stretches of the Archer, Love, Kirke and Know Rivers, Weipa region, Aurukun","Western Cape York, Cape Keerweer, Know River, Archer River, Love River, Kirke River, Know River, Weipa, Aurukun","-10.7,142.5166667","-13.9666667,141.5","-19.5249078,147.1147081","-13.3477828,142.5267209","-13.5790589,141.5874319","-13.8850689,141.5889561","-19.5249078,147.1147081","-12.6492936,141.8469901","-13.3572661,141.7280661",,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Moira Yunkaporta and Sam Kerindun in dug out canoe in Archer Bay, 1940s, John Oxley Library, Record number: 277267",http://onesearch.slq.qld.gov.au/primo-explore/fulldisplay?docid=slq_digitool277267&context=L&vid=SLQ&search_scope=DT&tab=dt&lang=en_US
https://maps.slq.qld.gov.au/iyil/view/147,Wik Ngathan,Wick Nath-un,"Niiyalang, 'hello to a group' in Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella tterms for several languages including Wik-ngathan. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32).","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y57,AND&vid=SLQ&mode=advanced&lang=en_US",Wik linjtjenj; Ngaduna; Wik ngatona; Wik Iinychanya; Wik-Iincheyn; Wik Ngathanya. See also related Wik languages Y57,,Crow - waatha; Fire - thumana; Hand - mala; Sun - pung; Two - pulkachama; Woman - pu'ath,Y54,https://collection.aiatsis.gov.au/austlang/language/Y54,This language belongs to a genetic language family (shared origins) which is spoken on Western Cape in the Aurukun Region; Wik Ngathan comprises several clans in the Knox River district.,"Western Cape York, Aurukun, Cape Keerweer, Knox River, Weipa","-10.7,142.5166667","-13.3572661,141.7280661","-13.9666667,141.5","-14.0621026,141.6002638","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Children at Aurukun, 1913, John Oxley Library, Record number: 275827",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool275827
https://maps.slq.qld.gov.au/iyil/view/148,Wik Ngatharr,Wik Nath-arr,"Niiyalang, 'hello to a group' in Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella tterms for several languages including Wik-Ngatharr.Wik-Ngatharr (Y51) is also known as Wik-Elken (Wik-Alkan) Y49 and is the most northern of the Wik languages.","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y51&vid=SLQ",Wik Ngatharra; Wik Ngatara; Wik-Alkanha; Wik-Kalkan; Wik Elken; Wik-Kalkan See also related Wik languages Y57,,,Y51,https://collection.aiatsis.gov.au/austlang/language/Y51,"Western Cape York: from the Knox River to Love River along coast and inland to Kencherang, Weipa region","Western Cape York, Kencherang, Knox River, Love River, Weipa","-10.7,142.5166667","-13.5124432,141.2658962","-14.0621026,141.6002638","-13.5790589,141.5874319","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,,
https://maps.slq.qld.gov.au/iyil/view/149,Wik Ompom,Wick Om-pom,"Niiyalang, 'hello to a group' in Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella tterms for several languages including Wik-Ompom. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32).","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y51&vid=SLQ",Wik-Ompoma; Wik; Wikampama; Wikatinda; Wik-Ompom. See also related Wik languages Y57,,,Y48,https://collection.aiatsis.gov.au/austlang/language/Y48,"Western Cape York: Middle Archer River; north to Watson River, Weipa region","Western Cape York, Archer River, Watson River, Weipa","-10.7,142.5166667","-13.3477828,142.5267209","-13.290488,141.8602921","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Rock pools in the Archer River, Cape York Peninsula, Queensland, 1984, John Oxley Library, Record number: 227017",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool227017
https://maps.slq.qld.gov.au/iyil/view/150,Wik Paach,Wik Patch,"Niiyalang, 'hello to a group' in Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella tterms for several languages including Wik Paach. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; Wik-Keyangan Y173; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32).","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y51&vid=SLQ",Wik-Paacha; Wikapatja; Abodja. See also related Wik languages Y57,,,Y47,https://collection.aiatsis.gov.au/austlang/language/Y47,"Mangrove Islands of Archer River Delta, Weipa region","Archer River, Weipa","-13.3477828,142.5267209","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://maps.slq.qld.gov.au/iyil/view/151,Wik-Keyangan,Wick -key-ung-un,"Niiyalang, 'hello to a group' in Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella tterms for several languages including Wik-Keyangan Y173. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Wik-Me'anh Y53; ; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32).","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y51&vid=SLQ",Wik; Wik-Keyenganh. See also related Wik languages Y57,,,Y173,https://collection.aiatsis.gov.au/austlang/language/Y173,"Western Cape York: South of Kendall River, Weipa region","Western Cape York, Kendall River, Weipa","-10.7,142.5166667","-14.1932969,142.0114989","-12.6492936,141.8469901",,,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,,
https://maps.slq.qld.gov.au/iyil/view/152,Wik-Me'nh,Wick Mee-unh,"Niiyalang, 'hello to a group' in Wik Mungkan, the language of Aurukun region on Western Cape York. Wik Mungkan is an umbrella term for several languages including Wik-Me'nh. This language belongs to a genetic language family (shared origins) which includes: Wik-Mungkan Y57; Wik-Iiyanh Y177 and Y172; Wik-Ngatharr Y51; Wik-Ep Y52; Mungkanho; Kugu-Uwanh Y176; Kugu Muminh Y43; Kugu-Ugbanh Y175 and Kugu-Mu'inh Y53 (Sutton, 1993:32).","http://onesearch.slq.qld.gov.au/primo-explore/search?query=usertag,contains,aiatsis%20language%20code%20y51&vid=SLQ",Wik Menh; Wik Meanha; Wik; Wik Meanha/Wikmean; Wikatinda; Wik-Me'anha. See also related Wik languages Y57,,,Y53,https://collection.aiatsis.gov.au/austlang/language/Y53,Traditionally spoken a little way inland north of Kendall River. Weipa region; following removals later spoken at Aurukun and Pormpuraaw.,"Kendall River, Weipa, Aurukun, Pormpuraaw","-14.1932969,142.0114989","-12.6492936,141.8469901","-13.3572661,141.7280661","-14.9000446,141.6202424",,,,,,,,,,,,,,,,,,,,Pama Language Centre,https://www.pamacentre.org.au/,,,,"Mission house at Aurukun Mission, 1913, John Oxley Library, Record number: 107284",http://onesearch.slq.qld.gov.au/permalink/f/1upgmng/slq_digitool107284
